cow time weight birthyear twin birthrank
1991070 1620 692.3 1991 1 4
1991070 1980 733.3 1991 1 4
1991071 0 50 1991 1 6
1991071 112 175.5 1991 1 6
1991071 224 250 1991 1 6
1991071 364 368.7 1991 1 6
1991071 540 446.8 1991 1 6
1991071 720 514.7 1991 1 6
1991071 900 570.9 1991 1 6
1991072 0 57 1991 1 4
1991072 112 188 1991 1 4
1991072 224 283.2 1991 1 4
1991072 364 407.7 1991 1 4
1991072 540 491.9 1991 1 4
1991072 720 536.2 1991 1 4
1991072 900 624.9 1991 1 4
1991072 1260 666.7 1991 1 4
1991072 1620 758.6 1991 1 4
1991072 1980 831.3 1991 1 4
1991073 0 50 1991 1 6
1991073 112 158 1991 1 6
1991073 224 241.8 1991 1 6
1991073 364 345.9 1991 1 6
1991073 540 456.4 1991 1 6
1991073 720 516 1991 1 6
1991073 900 572.7 1991 1 6
1991073 1260 562.3 1991 1 6
1991073 1620 623.2 1991 1 6
1991073 1980 691.2 1991 1 6
1991074 0 47 1991 1 4
1991074 112 165 1991 1 4
1991074 224 254.4 1991 1 4
1991074 364 395.2 1991 1 4
1991074 540 444 1991 1 4
1991074 720 496.8 1991 1 4
1991074 900 579.8 1991 1 4
1991074 1260 634.5 1991 1 4
1991074 1620 685.9 1991 1 4
1991074 1980 708.4 1991 1 4
1991075 0 43 1991 1 4
1991075 112 149.5 1991 1 4
1991075 224 257.7 1991 1 4
1991075 364 356.3 1991 1 4
1991075 540 471.3 1991 1 4
1991075 720 527.1 1991 1 4
1991075 900 616.9 1991 1 4
1991075 1260 589.3 1991 1 4
1991075 1620 654.1 1991 1 4
1991075 1980 710.5 1991 1 4
1991076 0 58 1991 1 4
1991076 112 143.3 1991 1 4
1991076 224 238.2 1991 1 4
1991076 364 328.9 1991 1 4
1991076 540 439.6 1991 1 4
1991076 720 505.9 1991 1 4
1991076 900 574.4 1991 1 4
1991076 1260 564.3 1991 1 4
1991076 1620 669.4 1991 1 4
1991076 1980 697.6 1991 1 4
1991077 0 51 1991 1 4
1991077 112 158 1991 1 4
1991077 224 291.8 1991 1 4
1991077 364 388.6 1991 1 4
1991077 540 493.8 1991 1 4
1991077 720 553.4 1991 1 4
1991077 900 669.1 1991 1 4
1991077 1260 638.5 1991 1 4
1991077 1620 644.3 1991 1 4
1991077 1980 737.3 1991 1 4
1991078 0 53 1991 1 6
1991078 112 175 1991 1 6
1991078 224 315.2 1991 1 6
1991078 364 424.8 1991 1 6
1991078 540 477.4 1991 1 6
1991078 720 521.3 1991 1 6
1991078 900 623.1 1991 1 6
1991078 1260 589.7 1991 1 6
1991078 1620 681.9 1991 1 6
1991078 1980 708.7 1991 1 6
1991079 0 58 1991 1 4
1991079 112 184 1991 1 4
1991079 224 291.5 1991 1 4
1991079 364 387.2 1991 1 4
1991079 540 487.7 1991 1 4
1991079 720 557.1 1991 1 4
1991079 900 686.5 1991 1 4
1991079 1260 675.1 1991 1 4
1991079 1620 736.3 1991 1 4
1991079 1980 882.9 1991 1 4
1991081 0 60 1991 1 5
1991081 112 186.1 1991 1 5
1991081 224 299 1991 1 5
1991081 364 391.4 1991 1 5
1991081 540 453.3 1991 1 5
1991081 720 517 1991 1 5
1991081 900 625.4 1991 1 5
1991081 1260 618.8 1991 1 5
1991081 1620 714.6 1991 1 5
1991081 1980 717.4 1991 1 5
1992014 0 45.9 1992 1 7
1992014 112 192 1992 1 7
1992014 224 298 1992 1 7
1992014 364 399.4 1992 1 7
1992014 540 472.3 1992 1 7
1992014 720 532.7 1992 1 7
1992014 900 581.1 1992 1 7
1992014 1260 679.1 1992 1 7
1992014 1620 657.6 1992 1 7
1992014 1980 727.1 1992 1 7
1992020 0 45.7 1992 1 6
1992020 112 168.2 1992 1 6
1992020 224 254.1 1992 1 6
1992020 364 380.3 1992 1 6
1992020 540 475.7 1992 1 6
1992020 720 521.2 1992 1 6
1992020 900 600.3 1992 1 6
1992020 1260 574.7 1992 1 6
1992020 1620 688.1 1992 1 6
1992020 1980 792.4 1992 1 6
1992023 0 53.5 1992 1 5
1992023 112 173.6 1992 1 5
1992023 224 289.6 1992 1 5
1992023 364 382.5 1992 1 5
1992023 540 488.8 1992 1 5
1992023 720 533.5 1992 1 5
1992023 900 593.2 1992 1 5
1992023 1260 698.5 1992 1 5
1992023 1620 762.1 1992 1 5
1992023 1980 775.2 1992 1 5
1992027 0 52.7 1992 1 6
1992027 112 193 1992 1 6
1992027 224 321.6 1992 1 6
1992027 364 414.4 1992 1 6
1992027 540 510.5 1992 1 6
1992027 720 545.1 1992 1 6
1992027 900 629.1 1992 1 6
1992027 1260 725.6 1992 1 6
1992027 1620 702.6 1992 1 6
1992027 1980 776.8 1992 1 6
1992030 0 40.1 1992 1 5
1992030 112 156.8 1992 1 5
1992030 224 288 1992 1 5
1992030 364 385.7 1992 1 5
1992030 540 480.2 1992 1 5
1992030 720 488.1 1992 1 5
1992030 900 590.4 1992 1 5
1992030 1260 690 1992 1 5
1992030 1620 757.9 1992 1 5
1992030 1980 799.1 1992 1 5
1992031 0 46.8 1992 1 6
1992031 112 148.9 1992 1 6
1992031 224 240.4 1992 1 6
1992031 364 322.7 1992 1 6
1992031 540 430.4 1992 1 6
1992031 720 470.4 1992 1 6
1992031 900 616.3 1992 1 6
1992031 1260 644.4 1992 1 6
1992032 0 44.5 1992 1 5
1992032 112 158.4 1992 1 5
1992032 224 251.4 1992 1 5
1992032 364 368.1 1992 1 5
1992032 540 460.5 1992 1 5
1992032 720 479.1 1992 1 5
1992032 900 585.6 1992 1 5
1992032 1260 624.8 1992 1 5
1992032 1620 641.9 1992 1 5
1992033 0 53.5 1992 1 7
1992033 112 200.1 1992 1 7
1992033 224 318 1992 1 7
1992033 364 417.7 1992 1 7
1992033 540 532.3 1992 1 7
1992033 720 552.5 1992 1 7
1992033 900 638.9 1992 1 7
1992033 1260 741 1992 1 7
1992033 1620 722.3 1992 1 7
1992033 1980 854.6 1992 1 7
1992034 0 57.8 1992 1 5
1992034 112 189.8 1992 1 5
1992034 224 304.1 1992 1 5
1992034 364 427.9 1992 1 5
1992034 540 522.2 1992 1 5
1992034 720 547.3 1992 1 5
1992034 900 628.6 1992 1 5
1992034 1260 747.3 1992 1 5
1992034 1620 740.6 1992 1 5
1992036 0 52.9 1992 1 6
1992036 112 157.7 1992 1 6
1992036 224 258.9 1992 1 6
1992036 364 358.4 1992 1 6
1992036 540 470.5 1992 1 6
1992036 720 483 1992 1 6
1992036 900 617 1992 1 6
1992036 1260 674.2 1992 1 6
1992036 1620 714.5 1992 1 6
1992036 1980 833.7 1992 1 6
1992037 0 44.7 1992 1 7
1992037 112 177 1992 1 7
1992037 224 287.9 1992 1 7
1992037 364 387.4 1992 1 7
1992037 540 469.3 1992 1 7
1992037 720 484.7 1992 1 7
1992037 900 586.6 1992 1 7
1992037 1260 709.8 1992 1 7
1992037 1620 721.2 1992 1 7
1992037 1980 769.8 1992 1 7
1992038 0 46.2 1992 1 5
1992038 112 165.7 1992 1 5
1992038 224 271.1 1992 1 5
1992038 364 360 1992 1 5
1992038 540 459.5 1992 1 5
1992038 720 480.6 1992 1 5
1992038 900 575.3 1992 1 5
1992038 1260 639.1 1992 1 5
1992038 1620 653.5 1992 1 5
1992038 1980 750.5 1992 1 5
1992039 0 48.4 1992 1 5
1992039 112 185.5 1992 1 5
1992039 224 285.1 1992 1 5
1992039 364 399.1 1992 1 5
1992039 540 497.7 1992 1 5
1992039 720 517 1992 1 5
1992039 900 598.7 1992 1 5
1992039 1260 659.8 1992 1 5
1992039 1620 682.8 1992 1 5
1992039 1980 739.7 1992 1 5
1992040 0 47.9 1992 1 7
1992040 112 188.8 1992 1 7
1992040 224 319.5 1992 1 7
1992040 364 401.5 1992 1 7
1992040 540 498.7 1992 1 7
1992040 720 511.7 1992 1 7
1992040 900 617 1992 1 7
1992040 1260 648.4 1992 1 7
1992040 1620 724 1992 1 7
1992040 1980 720 1992 1 7
1992042 0 49.7 1992 1 5
1992042 112 167.2 1992 1 5
1992042 224 306.4 1992 1 5
1992042 364 413.1 1992 1 5
1992042 540 493.4 1992 1 5
1992042 720 536.4 1992 1 5
1992042 900 621.6 1992 1 5
1992042 1260 727.3 1992 1 5
1992042 1620 749.8 1992 1 5
1992042 1980 814.9 1992 1 5
1992044 0 47.8 1992 1 7
1992044 112 169.6 1992 1 7
1992044 224 275.4 1992 1 7
1992044 364 383.3 1992 1 7
1992044 540 503.4 1992 1 7
1992044 720 537.2 1992 1 7
1992044 900 609 1992 1 7
1992044 1260 689.7 1992 1 7
1992044 1620 754.2 1992 1 7
1992044 1980 827.2 1992 1 7
1992045 0 44 1992 1 6
1992045 112 154.3 1992 1 6
1992045 224 275.9 1992 1 6
1992045 364 384.6 1992 1 6
1992045 540 506 1992 1 6
1992045 720 510 1992 1 6
1992045 900 641.8 1992 1 6
1992045 1260 722 1992 1 6
1992045 1620 756.5 1992 1 6
1992045 1980 834.8 1992 1 6
1992046 0 49.6 1992 1 5
1992046 112 157.6 1992 1 5
1992046 224 273.6 1992 1 5
1992046 364 398.6 1992 1 5
1992046 540 507.7 1992 1 5
1992046 720 550.6 1992 1 5
1992046 900 597.2 1992 1 5
1992046 1260 748 1992 1 5
1992046 1620 809.8 1992 1 5
1992046 1980 854.5 1992 1 5
1992048 0 52.5 1992 1 7
1992048 112 167.4 1992 1 7
1992048 224 278.4 1992 1 7
1992048 364 375.1 1992 1 7
1992048 540 462.9 1992 1 7
1992048 720 498.7 1992 1 7
1992048 900 612 1992 1 7
1992048 1260 741.3 1992 1 7
1992048 1620 792.8 1992 1 7
1992049 0 59.9 1992 1 7
1992049 112 189.9 1992 1 7
1992049 224 307.9 1992 1 7
1992049 364 407.5 1992 1 7
1992049 540 492.1 1992 1 7
1992049 720 501.3 1992 1 7
1992049 900 617.7 1992 1 7
1992049 1260 713.9 1992 1 7
1992050 0 47.4 1992 1 7
1992050 112 158.3 1992 1 7
1992050 224 279 1992 1 7
1992050 364 381.2 1992 1 7
1992050 540 495.2 1992 1 7
1992050 720 473.1 1992 1 7
1992050 900 596.1 1992 1 7
1992050 1260 666.9 1992 1 7
1992050 1620 707.3 1992 1 7
1992050 1980 755.4 1992 1 7
1992051 0 62 1992 1 6
1992051 112 210.5 1992 1 6
1992051 224 340.8 1992 1 6
1992051 364 474.6 1992 1 6
1992051 540 579.6 1992 1 6
1992051 720 607.1 1992 1 6
1992051 900 664.5 1992 1 6
1992051 1260 771.8 1992 1 6
1992051 1620 798.8 1992 1 6
1992051 1980 751.6 1992 1 6
1992052 0 55.1 1992 1 6
1992052 112 185.7 1992 1 6
1992052 224 305.7 1992 1 6
1992052 364 415.7 1992 1 6
1992052 540 527.3 1992 1 6
1992052 720 540.5 1992 1 6
1992052 900 624.7 1992 1 6
1992052 1260 686.5 1992 1 6
1992052 1620 719.5 1992 1 6
1992052 1980 809.1 1992 1 6
1992053 0 54.5 1992 1 5
1992053 112 151.5 1992 1 5
1992053 224 262.9 1992 1 5
1992053 364 425.6 1992 1 5
1992053 540 519.9 1992 1 5
1992053 720 563.1 1992 1 5
1992053 900 655.4 1992 1 5
1992054 0 49 1992 1 6
1992054 112 169.1 1992 1 6
1992054 224 283.2 1992 1 6
1992054 364 389.8 1992 1 6
1992054 540 495.7 1992 1 6
1992054 720 488.7 1992 1 6
1992054 900 574.5 1992 1 6
1992054 1260 685.1 1992 1 6
1992054 1620 728.8 1992 1 6
1992055 0 45.3 1992 1 5
1992055 112 148.4 1992 1 5
1992055 224 264.4 1992 1 5
1992055 364 350.9 1992 1 5
1992055 540 454.9 1992 1 5
1992055 720 460.6 1992 1 5
1992055 900 590.6 1992 1 5
1992055 1260 598 1992 1 5
1992055 1620 645.6 1992 1 5
1992055 1980 641.9 1992 1 5
1992057 0 46.6 1992 1 5
1992057 112 132.4 1992 1 5
1992057 224 221.4 1992 1 5
1992057 364 296.8 1992 1 5
1992057 540 404.7 1992 1 5
1992057 720 423.4 1992 1 5
1992057 900 551.8 1992 1 5
1992057 1260 564.1 1992 1 5
1992057 1620 598.4 1992 1 5
1992057 1980 629.9 1992 1 5
1992058 0 52.3 1992 1 5
1992058 112 146 1992 1 5
1992058 224 231.5 1992 1 5
1992058 364 342.3 1992 1 5
1992058 540 445.3 1992 1 5
1992058 720 416.6 1992 1 5
1992058 900 588.4 1992 1 5
1992058 1260 604.7 1992 1 5
1992058 1620 628.1 1992 1 5
1992058 1980 719.9 1992 1 5
1992060 0 42.8 1992 1 5
1992060 112 159.9 1992 1 5
1992060 224 254.4 1992 1 5
1992060 364 391.6 1992 1 5
1992060 540 521.6 1992 1 5
1992060 720 549.9 1992 1 5
1992060 900 638.5 1992 1 5
1992060 1260 746 1992 1 5
1992060 1620 800.8 1992 1 5
1992060 1980 846 1992 1 5
1992061 0 59.4 1992 1 7
1992061 112 126.9 1992 1 7
1992061 224 185.5 1992 1 7
1992061 364 290.4 1992 1 7
1992061 540 363.7 1992 1 7
1992061 720 376.7 1992 1 7
1992061 900 524.3 1992 1 7
1992061 1260 530 1992 1 7
1992061 1620 592 1992 1 7
1992062 0 51.3 1992 1 6
1992062 112 149.6 1992 1 6
1992062 224 227.8 1992 1 6
1992062 364 337.9 1992 1 6
1992062 540 436.8 1992 1 6
1992062 720 440.7 1992 1 6
1992062 900 580.5 1992 1 6
1992062 1260 587.5 1992 1 6
1992062 1620 713.9 1992 1 6
1992062 1980 700.8 1992 1 6
1992063 0 54.4 1992 1 5
1992063 112 162.8 1992 1 5
1992063 224 270.6 1992 1 5
1992063 364 367.8 1992 1 5
1992063 540 482.5 1992 1 5
1992063 720 482.3 1992 1 5
1992063 900 628.1 1992 1 5
1992063 1260 685.9 1992 1 5
1992063 1620 751.5 1992 1 5
1992063 1980 821.2 1992 1 5
1992065 0 47.1 1992 1 7
1992065 112 172.2 1992 1 7
1992065 224 261.1 1992 1 7
1992065 364 386.7 1992 1 7
1992065 540 470.9 1992 1 7
1992065 720 461.5 1992 1 7
1992065 900 616.2 1992 1 7
1992065 1260 657 1992 1 7
1992065 1620 707.4 1992 1 7
1992065 1980 715.9 1992 1 7
1992066 0 49.4 1992 1 7
1992066 112 174.8 1992 1 7
1992066 224 293.4 1992 1 7
1992066 364 378.3 1992 1 7
1992066 540 463.8 1992 1 7
1992066 720 435.9 1992 1 7
1992066 900 605.4 1992 1 7
1992066 1260 671.8 1992 1 7
1992066 1620 716.1 1992 1 7
1992066 1980 752.8 1992 1 7
1992068 0 50.3 1992 1 6
1992068 112 185.7 1992 1 6
1992068 224 331 1992 1 6
1992068 364 452.9 1992 1 6
1992068 540 555 1992 1 6
1992068 720 562.4 1992 1 6
1992068 900 618.6 1992 1 6
1992068 1260 723.5 1992 1 6
1992068 1620 807.2 1992 1 6
1992068 1980 863.1 1992 1 6
1992070 0 49.8 1992 1 6
1992070 112 160.9 1992 1 6
1992070 224 289.4 1992 1 6
1992070 364 374.9 1992 1 6
1992070 540 457.1 1992 1 6
1992070 720 466.8 1992 1 6
1992070 900 585.5 1992 1 6
1992070 1260 655.6 1992 1 6
1992070 1620 669.1 1992 1 6
1992070 1980 643.8 1992 1 6
1992072 0 46.6 1992 1 6
1992072 112 156.7 1992 1 6
1992072 224 279.7 1992 1 6
1992072 364 378.2 1992 1 6
1992072 540 476.1 1992 1 6
1992072 720 491.7 1992 1 6
1992072 900 619.1 1992 1 6
1992072 1260 655.6 1992 1 6
1992072 1620 701.8 1992 1 6
1992072 1980 744.4 1992 1 6
1992074 0 57 1992 1 5
1992074 112 189.8 1992 1 5
1992074 224 310.2 1992 1 5
1992074 364 427.4 1992 1 5
1992074 540 520.2 1992 1 5
1992074 720 558.8 1992 1 5
1992074 900 617.5 1992 1 5
1992074 1260 668.2 1992 1 5
1992074 1620 693.7 1992 1 5
1992074 1980 753.7 1992 1 5
1992075 0 41.4 1992 1 7
1992075 112 147.8 1992 1 7
1992075 224 247.4 1992 1 7
1992075 364 346.9 1992 1 7
1992075 540 416.9 1992 1 7
1992075 720 428.4 1992 1 7
1992075 900 558 1992 1 7
1992075 1260 584.9 1992 1 7
1992075 1620 614.6 1992 1 7
1992075 1980 554.1 1992 1 7
1992078 0 48.1 1992 1 6
1992078 112 150 1992 1 6
1992078 224 274.1 1992 1 6
1992078 364 398.2 1992 1 6
1992078 540 494.2 1992 1 6
1992078 720 521.7 1992 1 6
1992078 900 635 1992 1 6
1992078 1260 670.8 1992 1 6
1992078 1620 735 1992 1 6
1992078 1980 690.5 1992 1 6
1992079 0 45 1992 1 5
1992079 112 174.5 1992 1 5
1992079 224 295.8 1992 1 5
1992079 364 411.6 1992 1 5
1992079 540 502.9 1992 1 5
1992079 720 531.6 1992 1 5
1992079 900 651.9 1992 1 5
1992079 1260 699.5 1992 1 5
1992079 1620 743.6 1992 1 5
1992079 1980 771.1 1992 1 5
1992081 0 45.8 1992 1 6
1992081 112 144 1992 1 6
1992081 224 251.9 1992 1 6
1992081 364 353.1 1992 1 6
1992081 540 448.6 1992 1 6
1992081 720 488.8 1992 1 6
1992081 900 625.8 1992 1 6
1992081 1260 573 1992 1 6
1992081 1620 648.1 1992 1 6
1992081 1980 642 1992 1 6
1992083 0 54.2 1992 1 5
1992083 112 158.9 1992 1 5
1992083 224 257.9 1992 1 5
1992083 364 360.4 1992 1 5
1992083 540 467.5 1992 1 5
1992083 720 522.7 1992 1 5
1992083 900 650.5 1992 1 5
1992083 1260 549.2 1992 1 5
1992083 1620 729.4 1992 1 5
1992083 1980 772.3 1992 1 5
1992085 0 47.6 1992 1 6
1992085 112 152.9 1992 1 6
1992085 224 247.7 1992 1 6
1992085 364 333.5 1992 1 6
1992085 540 428.6 1992 1 6
1992085 720 474.2 1992 1 6
1992085 900 572.3 1992 1 6
1992085 1260 542.4 1992 1 6
1992085 1620 589.3 1992 1 6
1992085 1980 606.3 1992 1 6
1992086 0 40.7 1992 1 5
1992086 112 149.6 1992 1 5
1992086 224 254.4 1992 1 5
1992086 364 369.6 1992 1 5
1992086 540 476.4 1992 1 5
1992086 720 531.1 1992 1 5
1992086 900 645.7 1992 1 5
1992086 1260 649.4 1992 1 5
1992086 1620 756.3 1992 1 5
1992086 1980 649.7 1992 1 5
1992087 0 48 1992 1 6
1992087 112 195.6 1992 1 6
1992087 224 303.3 1992 1 6
1992087 364 406.6 1992 1 6
1992087 540 492.2 1992 1 6
1992087 720 528.4 1992 1 6
1992087 900 652.5 1992 1 6
1992087 1260 612.1 1992 1 6
1992087 1620 631.8 1992 1 6
1993001 0 34 1993 1 7
1993001 112 141.5 1993 1 7
1993001 224 248 1993 1 7
1993001 364 314.1 1993 1 7
1993001 540 438.2 1993 1 7
1993001 720 460.1 1993 1 7
1993001 900 571.3 1993 1 7
1993001 1260 644.4 1993 1 7
1993001 1620 713.8 1993 1 7
1993001 1980 716.6 1993 1 7
1993017 0 48 1993 1 6
1993017 112 166.3 1993 1 6
1993017 224 276.9 1993 1 6
1993017 364 349.1 1993 1 6
1993017 540 461.5 1993 1 6
1993017 720 487.5 1993 1 6
1993017 900 552.8 1993 1 6
1993017 1260 641.4 1993 1 6
1993017 1620 659.1 1993 1 6
1993017 1980 710.2 1993 1 6
1993020 0 50 1993 1 6
1993020 112 196.8 1993 1 6
1993020 224 314.1 1993 1 6
1993020 364 403.4 1993 1 6
1993020 540 539.5 1993 1 6
1993020 720 532.4 1993 1 6
1993020 900 633.1 1993 1 6
1993020 1260 803.3 1993 1 6
1993020 1620 833.1 1993 1 6
1993020 1980 854.1 1993 1 6
1993021 0 39 1993 1 4
1993021 112 157.5 1993 1 4
1993021 224 264.7 1993 1 4
1993021 364 333.4 1993 1 4
1993021 540 434 1993 1 4
1993021 720 451.7 1993 1 4
1993021 900 551.5 1993 1 4
1993021 1260 652.7 1993 1 4
1993021 1620 743.3 1993 1 4
1993021 1980 730.6 1993 1 4
1993024 0 49 1993 1 4
1993024 112 180.7 1993 1 4
1993024 224 287.1 1993 1 4
1993024 364 333.7 1993 1 4
1993024 540 459.8 1993 1 4
1993024 720 469.6 1993 1 4
1993024 900 583.7 1993 1 4
1993024 1260 611.7 1993 1 4
1993024 1620 639.2 1993 1 4
1993026 0 48 1993 1 6
1993026 112 165.1 1993 1 6
1993026 224 279 1993 1 6
1993026 364 339.9 1993 1 6
1993026 540 432.9 1993 1 6
1993026 720 447.4 1993 1 6
1993026 900 545.1 1993 1 6
1993026 1260 660.4 1993 1 6
1993026 1620 728 1993 1 6
1993026 1980 718.4 1993 1 6
1993028 0 48 1993 1 4
1993028 112 150.7 1993 1 4
1993028 224 252.2 1993 1 4
1993028 364 338.2 1993 1 4
1993028 540 474 1993 1 4
1993028 720 481.7 1993 1 4
1993028 900 569.6 1993 1 4
1993028 1260 648.1 1993 1 4
1993028 1620 733 1993 1 4
1993028 1980 737.3 1993 1 4
1993030 0 46 1993 1 6
1993030 112 143.5 1993 1 6
1993030 224 237.3 1993 1 6
1993030 364 316.9 1993 1 6
1993030 540 453.2 1993 1 6
1993030 720 452.1 1993 1 6
1993030 900 568.7 1993 1 6
1993030 1260 637.6 1993 1 6
1993030 1620 724.3 1993 1 6
1993030 1980 740.1 1993 1 6
1993032 0 33 1993 2 7
1993032 112 146.8 1993 2 7
1993032 224 238.6 1993 2 7
1993032 364 280.6 1993 2 7
1993032 540 413.2 1993 2 7
1993032 720 441.9 1993 2 7
1993032 900 570.6 1993 2 7
1993032 1260 661.1 1993 2 7
1993032 1620 737.7 1993 2 7
1993032 1980 691.2 1993 2 7
1993033 0 30 1993 2 7
1993033 112 119.5 1993 2 7
1993033 224 218.7 1993 2 7
1993033 364 253 1993 2 7
1993033 540 396.1 1993 2 7
1993033 720 407.7 1993 2 7
1993033 900 535.4 1993 2 7
1993033 1260 592.5 1993 2 7
1993033 1620 683.3 1993 2 7
1993034 0 54 1993 1 4
1993034 112 179.3 1993 1 4
1993034 224 269.7 1993 1 4
1993034 364 355.9 1993 1 4
1993034 540 475.8 1993 1 4
1993034 720 478.7 1993 1 4
1993034 900 620.7 1993 1 4
1993034 1260 660.6 1993 1 4
1993034 1620 699.6 1993 1 4
1993034 1980 779.9 1993 1 4
1993037 0 39 1993 1 4
1993037 112 163.8 1993 1 4
1993037 224 242.1 1993 1 4
1993037 364 294.9 1993 1 4
1993037 540 406.7 1993 1 4
1993037 720 445.3 1993 1 4
1993037 900 531 1993 1 4
1993037 1260 562 1993 1 4
1993037 1620 614.1 1993 1 4
1993037 1980 678 1993 1 4
1993042 0 46 1993 1 7
1993042 112 152.3 1993 1 7
1993042 224 272.3 1993 1 7
1993042 364 290.6 1993 1 7
1993042 540 401.4 1993 1 7
1993042 720 460 1993 1 7
1993042 900 571 1993 1 7
1993042 1260 674 1993 1 7
1993042 1620 722.1 1993 1 7
1993042 1980 748.5 1993 1 7
1993043 0 48 1993 1 6
1993043 112 152.4 1993 1 6
1993043 224 238.7 1993 1 6
1993043 364 292.8 1993 1 6
1993043 540 414.5 1993 1 6
1993043 720 425.7 1993 1 6
1993043 900 529.3 1993 1 6
1993043 1260 643 1993 1 6
1993043 1620 625.4 1993 1 6
1993043 1980 704.2 1993 1 6
1993050 0 42 1993 1 7
1993050 112 166.4 1993 1 7
1993050 224 284 1993 1 7
1993050 364 350.9 1993 1 7
1993050 540 459.7 1993 1 7
1993050 720 463.7 1993 1 7
1993050 900 567 1993 1 7
1993050 1260 631.3 1993 1 7
1993050 1620 607.4 1993 1 7
1993050 1980 702 1993 1 7
1993052 0 46 1993 1 4
1993052 112 156.3 1993 1 4
1993052 224 278.7 1993 1 4
1993052 364 352.1 1993 1 4
1993052 540 465.4 1993 1 4
1993052 720 466.4 1993 1 4
1993052 900 571.6 1993 1 4
1993052 1260 688.2 1993 1 4
1993052 1620 716.9 1993 1 4
1993053 0 48 1993 1 4
1993053 112 150 1993 1 4
1993053 224 256.1 1993 1 4
1993053 364 286.3 1993 1 4
1993053 540 426.8 1993 1 4
1993053 720 465.6 1993 1 4
1993053 900 585.3 1993 1 4
1993053 1260 621.4 1993 1 4
1993053 1620 657.8 1993 1 4
1993053 1980 682.1 1993 1 4
1993056 0 52 1993 1 6
1993056 112 166.3 1993 1 6
1993056 224 275.4 1993 1 6
1993056 364 329.4 1993 1 6
1993056 540 462 1993 1 6
1993056 720 491.5 1993 1 6
1993056 900 573.8 1993 1 6
1993056 1260 634.6 1993 1 6
1993056 1620 672.8 1993 1 6
1993056 1980 819.1 1993 1 6
1993059 0 49 1993 1 6
1993059 112 170 1993 1 6
1993059 224 268.1 1993 1 6
1993059 364 333.6 1993 1 6
1993059 540 450.4 1993 1 6
1993059 720 444.5 1993 1 6
1993059 900 533.3 1993 1 6
1993059 1260 583.7 1993 1 6
1993059 1620 674.2 1993 1 6
1993059 1980 689.3 1993 1 6
1993061 0 45 1993 1 7
1993061 112 162.7 1993 1 7
1993061 224 304.5 1993 1 7
1993061 364 381.5 1993 1 7
1993061 540 497.1 1993 1 7
1993061 720 496.5 1993 1 7
1993061 900 576.1 1993 1 7
1993061 1260 697.9 1993 1 7
1993061 1620 734.6 1993 1 7
1993061 1980 706.6 1993 1 7
1993062 0 49 1993 1 5
1993062 112 163 1993 1 5
1993062 224 266.3 1993 1 5
1993062 364 334.6 1993 1 5
1993062 540 478.9 1993 1 5
1993062 720 480.8 1993 1 5
1993062 900 581.8 1993 1 5
1993062 1260 714.3 1993 1 5
1993062 1620 792 1993 1 5
1993062 1980 820.7 1993 1 5
1993064 0 57 1993 1 6
1993064 112 180.6 1993 1 6
1993064 224 277.3 1993 1 6
1993064 364 340.9 1993 1 6
1993064 540 482.8 1993 1 6
1993064 720 506.6 1993 1 6
1993064 900 578.4 1993 1 6
1993064 1260 728.2 1993 1 6
1993064 1620 759.8 1993 1 6
1993064 1980 765.6 1993 1 6
1993065 0 44 1993 1 7
1993065 112 182.1 1993 1 7
1993065 224 289 1993 1 7
1993065 364 361.3 1993 1 7
1993065 540 468.3 1993 1 7
1993065 720 453.5 1993 1 7
1993065 900 570.1 1993 1 7
1993065 1260 707 1993 1 7
1993065 1620 725.4 1993 1 7
1993065 1980 719.9 1993 1 7
1993066 0 49 1993 1 5
1993066 112 177.3 1993 1 5
1993066 224 290.2 1993 1 5
1993066 364 343.5 1993 1 5
1993066 540 495.3 1993 1 5
1993066 720 492.4 1993 1 5
1993066 900 609.5 1993 1 5
1993066 1260 670.4 1993 1 5
1993066 1620 757.2 1993 1 5
1993066 1980 775.2 1993 1 5
1993067 0 46 1993 1 4
1993067 112 163.8 1993 1 4
1993067 224 257 1993 1 4
1993067 364 320.6 1993 1 4
1993067 540 456.3 1993 1 4
1993067 720 463.9 1993 1 4
1993067 900 556.5 1993 1 4
1993067 1260 595.9 1993 1 4
1993067 1620 670.4 1993 1 4
1993067 1980 667.9 1993 1 4
1993069 0 54 1993 1 6
1993069 112 171.7 1993 1 6
1993069 224 286.1 1993 1 6
1993069 364 367.4 1993 1 6
1993069 540 468.8 1993 1 6
1993069 720 457.8 1993 1 6
1993069 900 555.3 1993 1 6
1993069 1260 640.5 1993 1 6
1993069 1620 708.3 1993 1 6
1993069 1980 717.1 1993 1 6
1993070 0 55 1993 1 4
1993070 112 126.8 1993 1 4
1993070 224 192.6 1993 1 4
1993070 364 253.8 1993 1 4
1993070 540 397.1 1993 1 4
1993070 720 431.1 1993 1 4
1993070 900 518 1993 1 4
1993070 1260 614.6 1993 1 4
1993070 1620 588.3 1993 1 4
1993071 0 40 1993 1 4
1993071 112 134.8 1993 1 4
1993071 224 232.6 1993 1 4
1993071 364 318.8 1993 1 4
1993071 540 477 1993 1 4
1993071 720 485.6 1993 1 4
1993071 900 577.7 1993 1 4
1993071 1260 760.3 1993 1 4
1993071 1620 688.6 1993 1 4
1993071 1980 764 1993 1 4
1993072 0 58 1993 1 7
